,Alpha,Beta,Nu,Rho
PTVE,13.976619346302773,0.06399962003563703,46.790471612997806,0.8566277856281469
PUBM,0.6727425323795387,0.13113560069154867,0.41600577274485395,0.840424748384395
PUI,0.2817000935128192,0.00010000000685066315,1.841402086488226,0.8275356921491579
PUK,0.6116543842416201,0.9999999983839151,4.895349431372029,-0.8132738224264676
PULS,0.26780402210688764,0.00010007841096520764,1.1922639903705243,0.1963968697515972
PUMP,0.7417957604177434,0.9999999948525871,1.3930844546286403,-0.4078364806895449
PUNK,0.5383926189792161,0.00021667175100123991,0.789134325318882,0.1375801292994077
PUTW,0.25655127558894364,0.9999996388762424,1.387735993908167,0.592263768164881
PVH,0.5066649256154739,0.2264877644346204,0.33683409121976726,0.2606243339708961
PVL,0.9351431021310134,0.0001000065813014875,0.871342198469365,0.7795752212755505
PWB,0.3467999093785412,0.00010000007144397361,0.8575870442099301,0.3190190273518607
PWFL,1.1128341879871821,0.9999996983273964,1.0006019025363246,0.49642427410759243
PWP,0.7800186538765679,0.000313164887194218,0.04904837836549881,-0.9998999999598416
PWR,0.3620125077479058,0.024637289396163622,0.251773371254283,0.20384978367596818
PWSC,0.6688373888608078,0.5221175154489148,1.9289975042796195,-0.48504693493286616
PWV,0.2213831802723804,0.00010000000686496234,1.6182704752937138,0.5056920308841084
PXD,0.3855970776617366,0.0004997307667409903,1.3680581527550377,-0.3343604246777074
PXE,0.46484834723199525,0.9622295262297472,0.6889333956880851,-0.9974019868025397
PXF,0.2924510367255546,0.9999999981796154,1.188257561906599,0.48648325876445764
PXH,0.2396573279221091,0.8837277802589885,2.1974115895389112,0.5014210188850922
PXI,0.4684902440936465,0.00010000000683342702,0.09001167775818542,0.6534992004682587
PXJ,0.78631725329563,0.0005007976038161167,0.24044049962004702,-0.9415001292743566
PXLW,1.439450048490199,0.7823520695836467,0.0048435156882885196,0.28545387113790344
PXQ,0.3333092742350862,0.9999999999005897,1.136781317840231,-0.9981003838648862
PYCR,0.7596369292265499,0.06801219156654884,0.20722276711602325,-0.9936686103474233
PYPD,1.346839670986913,0.0005102541949591752,1.4843289170665066,0.09206551993434388
PYPL,0.4878687007409053,0.0023226298678647003,0.4763088231368245,0.4321525900065418
PYPS,0.8257719218254354,0.0001000000052877295,0.871365842751189,0.8117876994885013
PYPT,0.731813799555952,0.44427908236822533,0.00010001380118019806,-0.9470070625882696
PYR,2.608788865680011,0.5023357188486839,1.0006654666517862,0.4993219953067816
PYZ,0.4390899512857924,0.2566093650141642,35.679225322538144,0.8303579921394884
PZA,0.17384350647134386,0.9999999999780423,3.070528108554279,-0.8724059077022185
PZN,0.9213813588671941,0.999992995966633,8.964052012033312,-0.7667694641821968
PZZA,0.3874076296196882,0.005422963816668408,0.7772045098923868,-0.11910223945018099
QABA,0.2803656296926921,0.9999999302329787,0.39275491337329976,-0.9998965492912638
QBTS,1.1067681387385337,0.00010015661441250791,0.6051877641408743,0.499538188285521
QCLN,0.4153918210624595,0.27277116583731764,0.0007243273340617647,0.9129757981384921
QCOM,0.3908724895533174,0.04687151431897682,0.5250991645968376,0.0791565465579662
QCRH,0.4395270009890574,0.0007553453571174323,0.07532344463660696,-0.9976541908358093
QD,1.0415683408053842,0.2938075412935657,1.0233079026362517,0.5001031071612144
QDEL,0.5228299661121328,0.9999999885599944,0.799376219962313,-0.5434506171345358
QDF,0.2342609525809238,0.00010007747436069738,0.9854676477583633,0.5120400538386635
QDIV,0.22988362953522246,0.0001000286281057334,1.4899990818021798,0.5638175502775276
QEFA,0.17743431522877995,0.9999999885599944,1.5893285644979818,0.027194940440056728
QEMM,0.2151341695279185,0.00020203285764184114,2.709340107844065,0.8088765225059747
QFIN,0.6662734806074192,0.023749460401982683,1.0557351738275171,0.1275812855247025
QGEN,0.38083209638981536,0.00010000752302448717,0.8142615156349271,0.4282261545884008
QID,0.5516949785477416,0.9908062444852093,0.9312106923469307,0.758606997259147
QIPT,0.7406926353232385,0.027576042531448245,1.4422910816195151,-0.052588464844455125
QLD,0.5648222895919085,0.999999995251008,0.9662306970013486,-0.7040826730606285
QLYS,0.432729614964494,0.03155565603767809,0.02109263006949669,0.9998999096908974
QMCO,2.512375789840324,0.49968346793894297,0.9999740156767986,0.5001141594100084
QNCX,1.9229813823810586,0.49896245967561775,0.9995603080167962,0.4994637422099738
QNST,0.5445895014883261,0.02478514359649247,1.1091565168352744,-0.057628445033530956
QQEW,0.2444865523282195,0.0006618024188568583,0.22066475049533393,-0.9996117419131032
QQH,0.2629255047950865,0.0005530585433994442,2.2620401531825385,0.7282612101364118
QQQ,0.2952445310601788,0.9765084659340213,1.1732849189503394,-0.7326914310717965
QQQE,0.27569926784010834,0.0561772998512533,0.2293919467495712,-0.5750605494998953
QQQJ,0.2835109782937522,0.9999999215890348,1.3314691969075025,-0.2342592199714285
QQQM,0.2944656855819162,0.9999999998253248,1.022334968012133,-0.7536284118034068
QQXT,0.20931683606931828,0.0010538421129174646,1.5506542464385453,0.10323885619096577
QRHC,0.6621301538862182,0.0005163360538763125,1.6725278344136105,0.29395641954223084
QRTEA,0.9593560450770854,0.43043904684910517,0.3300626199210093,0.9998999999896743
QRVO,0.4194428838100585,0.059052799843017624,0.7394510830169524,-0.1071006645512974
QS,0.867156061550669,0.17208457282971018,0.8019620404156086,0.5456698752419941
QSI,0.9993203403982578,0.0001001824491345266,1.044438195291777,0.9994196158669025
QSR,0.2592242914559725,0.07876862416284787,0.2970228290134917,-0.07566172573685491
QTEC,0.3805772051376778,0.2068728259514598,0.015216715044318697,-0.9998419325511846
QTRX,0.9044474707307897,0.23866823405498516,0.5338995719371502,0.9998228259962908
QTUM,0.298292608928456,0.006880784151022263,0.40098683657506035,0.7912227414598877
QTWO,0.5343104158097896,0.028853738011556804,1.4408035569671958,-0.11651557039825504
QUAD,0.7481834229302978,0.018348038885275298,0.8652151369427106,0.5014459344520239
QUAL,0.2007075449954654,0.0003134516117013204,0.24900782482360642,-0.9998991392658972
QUBT,1.0708266024918975,0.6962293613730035,0.861245479730166,0.6970600709800007
QUIK,1.2366452133893509,0.40362795346090874,7.207489549681225,-0.8349820980730775
QUOT,1.1055971171982484,0.5485328238297675,0.9999796305530665,0.4998026085452202
QURE,0.8410574097056563,0.5866943824475641,0.06228567392466323,-0.7207631827837424
QUS,0.20125047440463015,0.9999999885599944,0.6671096460193234,-0.9998722179551057
QYLD,0.2050609904327813,0.0005574919388528929,5.102920585906256,-0.9226853341438583
QYLG,0.3626063950692055,0.00013266624040666127,0.465453949775672,-0.8140785653925137
R,0.33676122838502753,0.00047965582808491813,1.139625711355357,-0.27311535573281254
RAAS,0.8873932565875894,0.48145821820677515,5.492736538716257,-0.7638375485657966
RACE,0.314248047804203,0.059985368497852166,0.5348521559201973,-0.05386300282777977
RAD,1.0716407003679678,0.9999591477366264,0.2621512113222499,-0.003868578976625999
RADA,0.8205052360205911,0.0004947933185838224,0.20619911821099784,-0.9993399888425712
RADI,0.3569828051947402,0.6242577195776247,1.811180546330379,0.3855513942710431
RAIL,0.7730182607518794,0.3451597096834243,0.941846339488843,0.5942149533784902
RAIN,1.8099147735080803,0.924673751030671,0.3219621679677569,-0.9998999076557226
RAM,0.9257731763596915,0.43144353463892754,0.9546294796247471,0.4959121177655403
RAMP,0.5467195213881304,0.06583684656582814,0.6822187110222468,0.27682499122394266
RANI,1.1267443853499475,0.00010013465825684058,1.1740511480647295,0.1308463398687548
RAPT,1.0330252052747828,0.6690267108833979,1.197857985375915,-0.9894753704585122
RARE,0.6452176971277447,0.00013106688458492202,1.1435190201777965,0.35321300712106607
RAVE,1.3796087946243971,0.5012029239427337,0.9994817903291302,0.5008768922087425
RAYS,0.4427914184778216,0.34513173418251986,0.4160166367862042,0.5094496523326258
RBA,0.3759664085005228,0.00048135589715902127,0.20650599321516339,-0.9998273599975309
RBBN,0.8122732200613132,0.00010002779877478837,0.9968841242696096,0.8104957717260945
RBCAA,0.5839427070883434,0.0004997307838362443,0.4025578997190035,0.4998852903854117
RBLD,0.2551676815382164,0.00010006207569676151,1.0355302124765868,0.40594018391380104
RBLX,0.8170871453465453,0.07700668182275797,0.6125190616505616,0.7568648031877956
RBOT,0.7365021267512681,0.4152231411592558,0.9991155549320777,0.6244146383936998
RBT,1.5908283035608555,0.00010242843816851437,1.457806481305975,0.054544955945557715
RC,0.6024109497656658,0.6081818349592966,4.405201813681632,0.7984886849725829
RCAT,1.330177997184855,0.5893316187615043,0.3368011836107178,0.9998999895176985
RCD,0.2585441410864911,0.016049193924901915,1.0842169952887122,-0.4296955551848257
RCEL,1.3787306493411595,0.655491334391787,0.6530185598623955,0.8070515804716275
RCI,0.3384867067459317,0.0007242515211486758,0.8686846352836469,-0.25172050432000775
RCII,0.6061254785690593,0.00010113585549095428,0.8925875760906185,0.31192730632338245
RCKT,0.9842145969596098,0.990983461290255,3.8591149187138787,-0.8236999416021524
RCL,0.6775009589650124,0.0032239109586955634,0.5788853113589979,0.5615083809936449
RCM,0.679405927877625,0.4471494795443231,0.19949590859763014,0.9415766087730072
RCMT,0.877731432350133,0.21946431912525116,0.7005274164957392,0.8426833608481562
RCUS,1.0929662855655398,0.001580791557164676,0.4519431146573347,0.5379494717781473
RDFN,0.9028678320591808,0.6255869955163484,0.017195507481573467,0.9998681789671635
RDHL,1.838935250843433,0.4728880964676771,2.4390127058879925,0.9989938829132011
RDI,0.7070238165756529,0.0007770971192222531,1.433365316965026,-0.3741647892485413
RDIV,0.2472098849477403,0.00010018598758017793,1.2334818711778706,0.42011639914676807
RDN,0.2588946680507086,0.2936712614541674,0.3415811727673683,0.6428318396169109
RDNT,0.47998928335859453,0.09516947362505845,1.1977749929473238,-0.3199111094704071
RDVT,0.7852496704048998,0.00010000004225764118,0.34044132033066593,-0.44481336302320007
RDVY,0.28877792152981646,0.432549960425919,1.010467016143134,0.5074500277918376
RDW,0.871011004184515,0.230991551254792,0.9995683764186436,0.47203298714591324
RDWR,0.3709875734408582,0.0921328565352171,0.9477742628287145,0.10801695967310328
RDY,0.36908898520810907,0.11392719489546081,1.5610000231278873,-0.3593856267591324
RE,0.21596237737665872,0.00010000098830743191,0.33398077846449165,0.7087487498693729
REAL,1.2634453422706922,0.4376575171778713,0.49765646694237986,0.9998999995962491
REAX,1.7559467331253973,0.49799391950574884,0.9174268004783853,0.6310111136980696
REE,1.482321887448593,0.499361042368056,0.9996690272370857,0.5006326588780227
REET,0.2897365213691017,0.00010007841096520764,1.2386748040819848,0.5010489012551215
REFR,1.406820467589545,0.5000168016079526,1.0000791165017255,0.5026784200188903
REG,0.4199167225506625,0.0008330641221138195,0.35533636745275793,-0.9983405547116856
REGL,0.2146447411987786,0.9999996678458212,1.6015874190645814,-0.9993404148442513
REGN,0.3627151146114328,0.11975380813476504,0.2283019430816659,-0.06080378501009902
REI,0.905248691541409,0.20302109798800208,0.5286817135634968,0.7153908163457986
REK,0.23787468988931124,0.15021544750459073,1.0159952478174348,0.3863812227249605
REKR,1.2008413657000538,0.4987857094741453,0.9997368080237581,0.9992779066283947
RELL,0.5260586320563272,0.9564487098351726,1.9236610052163987,-0.5203003180346198
RELX,0.5174060562380777,0.9999999360762896,0.7986733320230411,-0.9866626688734267
RELY,0.8764736372899075,0.35785772698509105,1.186503982343785,-0.5278015317568668
REM,0.2870450139142338,0.0004997184447895302,1.2339178828216564,-0.49438232964420914
REMX,0.4017242282137068,0.9999999999812909,1.0584587664778757,-0.21191880862581083
RENN,0.6843022769786996,0.9997985883900607,1.6548416001085349,-0.9305537101772662
RENT,1.2851155863039014,0.3992414299337746,0.25385044015169034,-0.9998998709001792
REPL,0.9619494050640287,0.22700392390970497,0.4821017310446212,-0.9998818601200293
REPX,0.8248589374177714,0.0006383328322253676,1.10863096337355,0.2495030433404586
RES,0.6784832055374692,0.5782266491100889,1.4442344826352358,-0.15154841827080281
RESI,0.7864911319491502,0.00010006330142516717,0.9039275887655198,0.42425201927476
RETA,1.2881226768983074,0.5711556895472765,0.00478454016864433,-0.9998997462567865
RETL,1.0543542751445818,0.0878307181384636,0.7626780610813678,0.53393106623307
REV,2.8356327338105207,0.6141392450856267,0.19805780887905175,-0.9953487458550637
REVG,0.7678093178168933,0.00041655628003844556,0.24464807996219404,-0.991258494497316
REW,0.6562328542972321,0.00010000157835146957,1.204599434603697,0.35873820129674483
REXR,0.314732122639984,0.04738039581597352,0.807753052722193,0.2277279348081075
REYN,0.4647754073954872,0.00010048673955928667,1.075544199331539,-0.6227427005025753
REZ,0.2185083893912049,0.12424425613825892,1.1007388724728848,-0.6244004775686076
REZI,0.5318077895329962,0.000564033322728476,0.29859431109515727,0.5164366188763826
RF,0.31654064572233465,0.2391328104402919,1.1374283440337303,-0.43074777513856716
RFIL,1.1141972647187066,0.43785882086386907,1.0714851893692539,0.5097896246091296
RFL,2.66049092107505,0.49722845663065485,0.9997025603764215,0.4997104191060599
RFP,1.0276027331515847,0.24441325035718534,3.228011958107503,-0.9241833821730083
RFV,0.25148646081032866,0.8297569620191909,0.5593704162397318,-0.9993103515479665
RGA,0.29279084863731847,0.9999999320466895,1.1358535914869727,-0.18258776703799398
RGCO,0.5171043385611471,0.6235162085137101,3.2518434519547936,0.509161390619665
RGEN,0.4903850409608975,0.12878877630969401,0.1540162694064724,0.9998955348516496
RGI,0.21547588528364875,0.00010000002219637402,0.46734289776969984,-0.7919213219711706
RGLD,0.3327114427440463,0.021567890632671723,0.8287292229180198,0.38559860173161464
RGLS,1.4304612855668497,0.500455929665648,0.9988945178237476,0.4998339106155682
RGNX,0.7652024316710232,0.0006334339172196377,0.020403336851098536,0.4661512542123594
RGP,0.7212475443277861,0.8493274966192017,5.872804683890078,-0.9231645369420677
RGR,0.34424977600591034,0.008184964399954354,0.7208547365292917,-0.28543882215711475
RGS,1.3106511410442356,0.00010000003639574196,1.6745368125336455,0.9696974005461425
RGTI,1.318708402729994,0.22764886828040212,1.0626822559816667,0.14231963262973008
RH,0.670591060113046,0.72372311069572,0.17561097446029225,-0.9998995997271491
RHI,0.3117285187699789,0.0733915745005948,1.675930839448882,0.10428527117196193
RHP,0.4008938215045098,0.00010033069783905729,1.0328927774191037,0.22622241068914425
RHS,0.15599636015301044,0.37557814444801807,1.3872004414485763,-0.4519844126682383
RICK,0.5250717521998367,0.0006882022377406402,0.8111807103744946,-0.21010673557417972
RIDE,1.2760402829737802,0.20296890211697735,0.9405182339446571,0.6436450560948672
RIG,0.699080959435279,0.27012219843328705,1.7029963051677894,0.44193531751859255
RIGL,1.6437573253016284,0.0005063697322790054,0.7021172260595554,0.9993514780965828
RIGZ,0.8097903055441846,0.015610330652032411,0.4809242672507201,0.6188478725544024
RILY,0.4565012327788631,0.05179163647677498,1.4052864950520139,-0.35219157815322144
RINF,0.215059443935108,0.9995989487544401,1.5701412770572791,0.5589838383113537
RING,0.3907825009166459,0.9999999999156942,1.2067137844045823,0.2858538588340092
RIO,0.42050197311502685,0.9951557551846361,1.324859587282033,-0.6814860104266086
RIOT,1.3971636163777439,0.34343209126863006,0.6450794600737008,0.6721020490029627
RITM,0.275962669219322,0.000507235581391035,2.3819600885653296,-0.5990654418605911
RIVN,0.7413005423787782,0.00010000062867264772,0.7956643356683514,0.6370691864139526
RJA,0.46608280766267535,0.01885479916371768,0.5233765740448906,0.29100411441049534
RJF,0.3131150324765029,0.0003156024965047236,0.12597709995901876,-0.9998747029220424
RJI,0.5959771102533721,0.9999999999192793,1.9315368872919982,-0.7303026189925512
RJN,0.6809791543120886,0.0004996980783092162,2.31621241330717,-0.8660183321748409
RJZ,0.5683545270083579,0.9973195840834276,0.6905552128641612,0.6966814237990722
RKLB,0.8179329639194992,0.42371912563112574,0.9927998132115643,0.4600789901597583
RKLY,1.354044065763387,0.49911003564297046,0.999871409650264,0.4996904202263735
RKT,0.5897992373138006,0.1184846260281886,0.9629240173008125,0.5157020285358069
RL,0.40568279903912924,0.07412501332972832,0.4120186758364328,0.3041864855350453
RLAY,1.1340670069585839,0.7077931106575243,0.5232032115451307,-0.999824404432067
RLG,0.22680992115856652,0.999750160292238,7.05410108259359,-0.9658757572207693
RLGT,0.5174116675462509,0.4350260325695986,0.564197818440556,0.4876407329090595
RLI,0.2797012454270567,0.9999999739855364,1.8488242579231888,-0.6553556269350099
RLJ,0.7189948603956855,0.020559552633891576,0.5394848782734242,0.30220882083806055
RLMD,1.6613430562150981,0.5548154235893795,0.5656152082829706,-0.999868538388816
RLV,0.1765701809936457,0.0030220942636453975,0.1217121186890108,-0.999645071081705
RLX,1.7847076954740002,0.9057568990874304,0.8122184783395747,-0.4855716071738051
RM,0.5794945783908133,0.4365177449666904,0.9407685005984194,0.4874335872572541
RMAX,0.7804841720579895,0.6950253282696427,0.046212428815648646,-0.9998999469988936
RMBL,0.9237725554139238,0.29233202699855704,0.3584565796030482,-0.9998935608471143
RMBS,0.39891714380188487,0.00010007841096520769,0.2606068942999011,0.5007347735380051
RMD,0.3375199690436874,0.9999999999917564,1.3389827488668493,-0.6598937884104854
RMNI,0.726284627112471,0.2071390821142777,1.0003067771075904,0.5001436221065527
RMO,2.1659289419251624,0.1906437301818747,34.35648479575228,-0.813706176928637
RMTI,1.5327926300636705,0.9996386175899646,0.2531995202022571,0.9993787874401018
RNA,0.8248424960818828,0.6296936608993436,0.4320408716165306,0.6163574556807258
RNG,0.7140253270770551,0.00010414812900072168,0.8519788547626439,0.7168354447489869
RNLX,1.4082809082058942,0.13886456470557712,1.1545114232306968,0.5044247422790931
RNR,0.24995165324552152,0.04412456616811477,0.7884708123934514,-0.1713224497289548
RNST,0.4423849106179069,0.0002070778996146916,1.410998079622332,0.6152327781865898
RNW,1.448691390881028,0.10112615454305598,5.7220331973566925,-0.9223012445794128
ROAD,0.42791115467444724,0.5830969822320409,0.2866684727313183,0.9992580166104699
ROBO,0.30064179244628925,0.001883855356725011,0.5256912155858648,0.5375383517646684
ROBT,0.31828391942083334,0.9995474385870642,1.3784452661238937,-0.4144216007576953
ROCC,0.8018542244932223,0.5274150005944668,0.19960126666556785,-0.999899997084009
ROCK,0.43380936189589386,0.00047219747601070914,1.9661464409481892,-0.2626634080958099
RODM,0.348101033306905,0.0004997307711449491,0.9960771154849591,0.9998997940686452
ROG,0.44077576227531595,0.9991593436248024,1.7694503165269486,-0.9867391519509842
ROIC,0.4944666904249042,0.505728053021212,3.180668647973955,0.4507877732321045
ROIV,1.1851123053711914,0.9993961915994557,1.3165171733551588,0.5001132281004561
ROK,0.3189205554257534,0.8461321679048834,0.6644926486166293,-0.4154270441067895
ROKT,0.39019940154607896,0.9999751159194832,1.735173847247718,-0.896438482191733
ROKU,0.7624013805378379,0.00010007636979041244,0.8493072581612213,0.6953972105338676
ROL,0.3705873200393104,0.0005747963585092043,0.07208774755904013,-0.9995103318825865
ROLL,0.3874788546701388,0.00049973078382057,0.009442720213132142,-0.999899589434856
ROM,0.5759739568613844,0.01733688628228798,0.895237725262274,-0.3812275157239449
ROOT,1.3476365720620025,0.7763854134886847,0.4001018459007875,-0.9998999080269092
ROP,0.2522134632155069,0.38299718453396325,0.02723653096576634,-0.9998997761052476
ROST,0.3859962159953641,0.9999247758783566,0.7874469172768368,-0.6119129394995004
ROVR,0.7582107415060048,0.5717922903182566,0.9997212901232986,0.535337996889043
RPAR,0.29276496995194706,0.9784616304676752,1.7098194982342532,0.722768468492149
RPAY,0.6676867934480726,0.00010006164215448986,1.0897893020454217,-0.03870880878339114
RPD,0.49187267971345894,0.19984800793238403,0.7780044658790012,-0.20986432638773825
RPG,0.35011763435357235,0.999813290566854,0.8310608340513599,-0.9998998610288766
RPM,0.2590683401789434,0.06331178757824138,0.4535645536593901,0.047596204147538165
RPRX,0.3312405093997804,0.00010006655542040948,1.706633760560203,0.22039025388801703
RPT,0.5532821201308699,0.020543446376919825,1.0896091754927653,0.0704655515646658
RPTX,1.0934740193470094,0.08170527403576043,1.3379557966956188,0.41678154922155575
RPV,0.21796018997713523,0.021446827948913942,0.4310839534185892,0.4796314412137711
RRC,0.6495596572667748,0.5621528915653595,0.010544254896045992,-0.9998933439289105
RRGB,0.8862737189668912,0.026229242762752125,0.8725790605513436,0.3641158611254816
RRR,0.49045184305080725,0.34730178057002814,1.7424570053627342,-0.5232843123530675
RRX,0.3063566325943385,0.26291633282154775,0.0003183906674151854,-0.9998999710272433
RS,0.36824178197759894,0.011236726362760456,0.0011484544953789123,-0.9998997483933988
RSG,0.2578993364266559,0.016295806475876914,0.05421977347034974,-0.4339931275436253
RSI,0.7448486012454428,0.5277382898867062,0.421539157147156,0.7281732628368387
RSKD,0.7600593615326583,0.00012527591341312053,0.8912044269334377,0.6640215823605167
RSP,0.1526983431012458,0.002930373359348683,0.15267656536548987,0.9727764994601862
RSVR,0.6452133632403533,0.000505083523128554,1.3261445432354424,0.15146086004987863
RTH,0.23276583482976806,0.7186404637040115,0.48374606776750434,-0.9969067341550123
RTL,0.4742256016056475,0.0004997307838363538,2.1198496620316947,-0.7547914760145911
RTM,0.23294384487178288,0.00010161814375704961,0.39377728931870687,-0.9821773598599468
RTX,0.276183095394301,0.00011148512356774509,0.6980172961624449,-0.19570790323911572
RUI,0.21552725414909069,0.0005059776518694068,0.7411085739723915,-0.6803784606882815
RUN,0.8042116553500943,0.6189604901265711,0.0009356731395696514,-0.9998944129465585
RUSHA,0.4908245276820353,0.2185297776774675,3.0465724357077515,-0.8189169845060339
RUT,0.253286788865799,0.02446594408118781,0.09721266242039264,-0.07344906626163566
RUTH,0.6742843502823447,0.000638123215443621,0.34542395383281804,-0.8177600305406949
RVAC,1.2839011286049928,0.07402239778365824,0.8487185897784922,-0.9998998027405785
RVLP,1.946551929111081,0.9999980921581453,1.214282009243041,-0.9490780775889018
RVLV,0.7623369333298843,0.0006421400039015121,0.5920737349141864,0.9998999358480528
RVMD,0.8397519893170932,0.0019702619167769574,0.5433383136697296,0.7139740971905338
RVNC,0.8467244056147171,0.5639886207345407,0.6012401976440236,-0.9998623069968515
RVP,1.2852554587514133,0.00010007841096520764,2.756479024040656,0.5022111814432783
RVPH,3.939950316986462,0.4992380132765965,0.9997226615328271,0.500275002517417
RVSB,0.42252413670391276,0.014984577865487002,3.0850775798897665,0.47029440013003687
RWGV,0.2490886527707113,0.00010000007872771,0.4209827813188082,0.963890451993581
RWJ,0.281858017270021,0.9999999831888117,1.1817584871474185,-0.9998999708522357
RWK,0.2646836258812037,0.0005017839168887534,0.5039652417709396,-0.9899230143029983
RWL,0.21748340566233576,0.999999977551266,0.7293477775145454,-0.9998998525571777
RWLK,1.8720556512631878,0.9995219627871579,1.2278245771497065,0.5003268857692809
RWM,0.2781264283406215,0.9543249881893875,0.8954154366839201,0.5600036962192174
RWO,0.2426056834060407,0.00010007841096520764,1.6180203593286495,0.44011074795531496
RWR,0.17109027508922997,0.0007814980479850014,0.07252678816174793,-0.9374118251094021
RWT,0.46985942286841964,0.13837443278883102,1.6429557366549463,-0.6998081676950751
RWX,0.3047342621796706,0.0004999125083272147,0.6947123336077339,0.9998991551301822
RXD,0.5053743837787604,0.9999998197073284,1.3327905015006964,0.9099021934991952
RXDX,1.1727164189863277,0.4229852315089985,1.5035799131043261,0.425314297603831
RXI,0.24871258387404596,0.9998270198290322,0.9390896703180109,-0.9998694956546481
RXL,0.33193332864560077,0.0004653356055152359,0.09521160492124016,-0.9995119300814287
RXRX,0.8967839168246359,0.00013626773672820711,1.040785258694413,0.3277567867617609
RXST,0.9405374919589877,0.09290001348098567,0.6649786412737582,0.9998883344279249
RXT,0.7344586368885153,0.00010006233684847624,1.4076168439003955,0.5000071286976283
RY,0.20831120408029827,0.9999999999369741,1.185201535454262,-0.5061824485975884
RYAAY,0.4106360930000356,0.00010007788684606694,1.1863589728148836,0.3107208718624287
RYAM,0.6001894522785298,0.0009007563284898138,1.1513353513739122,0.26045906253143725
RYAN,0.4166464007506389,0.0007664892148017241,0.0575831463971846,-0.9998999996962893
RYE,0.42136452871001556,0.00010007887221761813,0.3550350534919072,0.76565124573145
RYF,0.2679961199582047,0.00010007841096520764,0.17969706367838997,0.4959003895303144
RYH,0.20475376028121686,0.0005270064192810961,0.473561884926217,-0.9944957971389214
RYI,0.6883184381562316,0.10846689921922936,0.49122541918042184,0.5854752808567184
RYLD,0.2772960877989669,0.0005130917864398611,0.2845385736124025,-0.9998505827331674
RYN,0.2949644611544432,0.00010826085794457137,0.619022009337906,0.07681982193857331
RYT,0.2902648732840561,0.01547968951719495,0.10655736095429977,-0.9998999999556769
RYTM,1.1031788199895238,0.3235858345893024,0.400108385533775,0.999892519553145
RYU,0.1908246264165568,0.021995375697115356,0.10178740893994138,0.9124275884352775
RZV,0.3316775695513134,0.9999999725557898,1.012058815648469,-0.9369216497151481
S,0.7283511369050375,0.00010004151329393818,0.661742295318118,0.6526291701215643
SA,0.5295716948473481,0.9999999215890348,0.8241298942223055,-0.20702982321995533
SAA,0.47446665311358927,0.9999283135131872,1.3901028653515901,-0.6448938627482373
SABR,0.6548146279387818,0.028146471179614822,0.6814463701470393,0.6951720116097782
SACH,0.5605711267014397,0.00010000145719096321,2.06476742219532,-0.7340384370022087
SAFE,0.4418285385240858,0.12359942847539493,0.9000254627958496,-0.0003815588838694088
SAFT,0.35314811171475186,0.0144163672569783,1.664472056931503,0.05871158745991464
SAGE,0.5382703204309458,0.13109633530168377,0.29350093176478725,0.8460200395540184
SAH,0.5365067326812243,0.0003761838548472597,0.03760232580401946,0.4810020808306461
SAIA,0.4957315908367147,0.006980419901220222,0.27381203975849955,0.6428562468457739
SAIC,0.3284973049830256,0.9996000731868041,2.2334120703065796,-0.7165064551965352
SAM,0.4891398359001899,0.12153390583875562,0.4228991757044117,-0.019208355104315837
SAMG,0.53173467780499,0.00012166084254630377,1.8181828540107285,0.0983127449884969
SAN,0.46144082015281085,0.08987688944775743,0.8056941150392589,-0.07383528592866442
SANA,1.1940861384850403,0.023091316070520163,0.6253849515708151,0.8972652009157033
SAND,0.500449902635533,0.8337927578235677,0.34097636684845417,0.3631661163817614
SANM,0.6285282120452673,0.3777844267067312,0.24242156940280024,0.8387471137664354
SANW,1.3142730052500617,0.5004165320610569,1.0001681080777187,0.5002031445218585
SAP,0.3272119855314007,0.9999999999882856,1.186860913961896,-0.6102428495856171
SAR,0.5192872153713529,0.03781118016943077,1.3192210455791622,-0.6185687347917821
SARK,0.5918838051342045,0.9556406628255271,0.7702802448773709,0.6737054592242187
SASI,1.717741500957657,0.49985743604899163,0.9996193943239863,0.4994637564881816
SASR,0.4699867388387963,0.00010916742224396652,0.7380248104897177,0.05942298072592787
SATL,1.1828534898772127,0.30047311594217324,1.6352301803005813,-0.3362466089813228
SATO,0.862664746492321,0.15484131115285274,1.147247559506657,-0.11132400573492619
SATS,1.148468536871084,0.46648408778381084,5.710065974613983,-0.8765643313799824
SAVA,1.362312699458146,0.9127671845649898,0.07266377796803412,-0.9998494253204142
SAVE,0.27227232200890156,0.9999999700496763,0.8352491316833928,-0.46845131868279055
SB,0.7382252828427883,0.00010009984574313634,0.620573896959331,0.7466096645457794
SBAC,0.29156935920815796,0.5346321636294535,0.400222771194495,-0.737973616931023
SBB,0.35694094756446376,0.5458022395695835,0.6026080525922184,-0.024531600525140577
SBCF,0.5815291044972889,0.0004893702320815077,0.7830103498484765,0.38233823228350045
SBEV,1.058385812414261,0.6779635307143193,1.5425815262894207,0.5521231408068569
SBGI,0.4015799281427959,0.24572307753396136,0.1959797042578478,0.9186342591952068
SBH,0.5143967247922755,0.000717497201475448,0.9176114693057432,0.12337690092883173
SBIO,0.3842149478389773,0.001070428181641665,0.37718600235807526,-0.05678824646994852
SBLK,0.7977659528583021,0.685586540980927,3.1301512798358306,-0.7600899176443771
SBNY,0.47849321497546204,0.9999582000500404,0.7747178965117242,-0.704097828205077
